48.0,51.0,51.0
48.0,50.0,51.0
48.0,97.0,98.0
47.0,214.0,214.0
48.0,214.0,215.0
48.0,214.0,214.0
48.0,167.0,167.0
47.0,50.0,51.0
47.0,50.0,50.0
114.75,162.25,134.75
127.75,167.0,125.0
255.0,203.0,57.0
75.0,194.25,184.25
67.5,178.5,171.75
92.5,136.25,121.25
74.0,167.5,159.0
119.25,147.0,121.25
127.25,143.5,114.75
69.5,179.25,171.75
138.0,44.0,8.0
44.75,188.0,188.75
39.25,149.25,150.75
43.75,188.0,188.75
97.5,177.5,159.0
172.5,123.0,77.0
223.0,86.0,22.0
47.0,97.0,98.0
125.5,91.5,60.75
223.0,88.0,24.0
128.5,156.0,127.0
101.75,121.0,101.0
98.0,60.5,43.0
173.0,76.5,31.0
200.0,77.75,18.75
173.0,77.5,31.0
200.0,126.5,43.5
105.5,62.75,41.75
47.0,96.5,97.0
141.0,53.0,22.0
140.0,52.0,21.0
155.0,84.75,46.5
90.0,139.5,125.0
159.0,186.25,107.75
128.5,67.5,38.0
100.25,190.25,153.75
47.0,166.5,167.0
47.0,49.0,50.0
47.0,167.0,167.0
202.5,122.0,41.5
167.75,156.5,95.25
217.75,152.0,47.0
227.5,139.5,41.0
228.5,156.5,46.5
231.0,185.0,57.0
91.0,131.75,114.5
33.5,107.5,109.5
40.0,157.0,158.5
138.0,147.25,113.25
104.75,171.5,149.75
97.5,177.0,158.5
48.0,98.0,98.0
48.0,167.0,168.0
132.5,90.0,59.0
75.0,102.75,93.75
223.0,79.0,8.0
128.0,92.25,63.0
96.0,100.75,80.75
82.75,151.75,140.0
185.0,152.0,57.0
127.0,209.75,153.75
132.0,200.5,141.5
178.0,193.5,102.0
127.0,108.75,53.25
195.5,206.0,102.0
111.0,185.5,142.5
18.0,7.0,8.0
30.0,73.5,77.0
90.5,121.0,104.0
142.0,145.0,110.5
223.0,86.0,21.0
142.0,145.0,110.0
128.0,92.0,62.5
132.0,66.25,36.0
223.0,85.0,21.0
80.25,145.5,131.75
80.25,188.5,175.25
47.0,97.0,97.0
223.0,80.0,9.0
165.5,68.5,25.0
223.0,88.0,25.0
112.0,113.0,114.0
112.0,114.0,115.0
93.5,142.5,143.5
65.5,185.0,185.5
121.5,180.5,129.5
47.0,214.0,214.0
65.5,185.5,185.5
168.75,148.25,87.5
112.0,114.0,114.0
113.0,115.0,115.0
113.0,114.0,115.0
44.0,103.25,103.75
37.25,138.25,140.25
29.0,73.5,76.5
60.5,121.5,114.25
97.5,177.5,158.5
132.0,151.75,120.75
114.75,164.5,139.5
138.0,139.0,109.25
153.0,115.75,86.0
93.5,142.0,142.5
93.5,142.5,142.5
94.5,142.5,143.5
48.0,214.0,214.0
112.0,113.0,113.0
191.0,93.0,47.0
190.75,116.75,82.0
185.25,122.25,92.5
148.25,103.75,83.0
185.0,152.0,57.0
128.0,152.0,119.0
128.0,155.0,125.5
223.0,87.0,22.0
128.0,155.0,125.0
66.5,185.5,186.5
91.0,140.0,126.0
74.5,168.0,159.0
154.0,155.0,155.0
154.0,154.5,155.0
184.75,95.5,39.75
223.0,87.0,23.0
205.0,166.5,57.0
92.25,193.75,162.25
66.5,185.5,185.5
125.5,132.5,113.0
97.5,175.0,155.0
172.5,122.0,76.5
223.0,85.0,21.0
142.0,144.5,110.0
150.5,131.25,96.75
163.5,111.5,77.0
108.25,138.75,131.0
80.25,181.75,173.0
104.75,172.0,150.5
142.0,145.0,110.0
48.0,214.0,215.0
94.5,143.5,143.5
40.5,89.75,90.75
134.0,109.75,98.0
82.5,27.0,8.0
43.0,95.25,98.0
23.0,18.0,23.0
41.0,157.5,159.0
153.75,118.0,88.0
157.5,114.5,83.5
166.0,101.0,70.5
144.0,105.0,87.5
191.0,93.5,47.5
223.0,86.0,21.0
97.5,177.0,158.5
61.25,189.0,184.0
91.25,138.5,126.75
104.25,118.5,107.0
127.0,80.0,64.0
17.0,7.0,7.0
56.0,26.5,21.0
140.0,52.0,21.0
90.0,139.5,125.0
43.25,183.5,184.25
35.5,123.0,125.5
97.5,177.5,159.0
142.0,145.0,110.5
70.25,197.25,188.75
126.75,109.25,101.75
163.0,100.0,70.5
121.5,119.0,92.25
111.5,134.75,107.5
138.0,148.0,114.75
142.0,145.5,110.5
75.0,194.25,185.25
98.0,177.5,160.0
144.5,107.0,88.5
126.0,134.5,117.0
223.0,80.0,9.0
98.0,177.5,159.0
82.5,81.25,83.0
70.5,68.5,70.5
70.5,68.5,71.0
214.0,214.0,214.5
153.0,154.5,155.0
231.0,185.0,57.0
114.75,154.25,131.0
104.75,172.0,150.75
205.25,173.5,72.25
178.0,193.5,102.0
100.0,205.5,169.0
75.5,209.5,189.75
97.5,175.0,154.5
128.0,154.5,125.0
223.0,86.0,22.0
173.0,76.5,31.0
115.5,118.25,93.75
115.5,165.25,140.75
146.0,198.5,129.5
209.0,195.0,227.0
220.75,210.75,234.0
225.75,216.75,237.0
163.25,153.75,175.75
47.0,47.0,47.0
47.0,214.0,214.0
72.0,120.0,120.0
82.0,82.0,82.0
47.0,166.0,166.0
57.0,176.0,176.0
97.0,174.5,153.5
47.0,95.0,95.0
138.0,237.5,237.5
188.5,226.5,226.5
163.25,178.5,178.5
164.25,241.5,241.5
120.0,235.0,235.0
231.0,184.0,53.0
199.0,198.5,105.5
167.5,242.0,242.0
117.5,199.5,199.5
89.5,191.25,191.25
222.0,76.0,3.0
181.5,118.25,66.25
38.0,34.5,34.5
25.0,15.5,15.5
16.0,3.0,3.0
195.5,205.5,99.0
74.5,74.5,74.5
238.75,207.25,119.25
120.0,120.0,120.0
147.5,147.5,147.5
115.5,115.5,115.5
99.75,136.0,112.0
99.75,110.0,86.25
176.5,91.25,49.0
233.5,138.75,91.5
214.75,158.5,130.5
154.5,154.5,154.5
172.0,115.5,63.5
185.0,150.0,53.0
95.5,120.5,100.5
95.5,98.5,78.25
137.0,41.0,3.0
65.5,184.5,184.5
245.75,222.5,157.5
227.5,209.0,156.75
100.25,189.5,152.0
156.0,135.25,77.5
179.0,163.0,118.5
93.5,141.5,141.5
112.0,112.0,112.0
111.0,42.5,15.5
161.75,112.25,92.5
209.75,186.75,123.75
50.0,101.0,101.5
50.0,55.0,56.0
51.0,56.0,56.0
51.0,101.5,102.0
51.0,169.5,170.0
51.0,215.0,216.0
75.25,211.75,197.5
77.75,194.75,185.0
77.75,105.75,95.5
224.0,95.0,33.0
174.5,84.0,39.5
51.0,56.0,57.0
59.5,177.5,178.25
80.5,84.5,85.0
80.5,85.0,85.5
59.5,178.25,178.5
51.0,216.0,216.0
51.0,170.5,170.5
51.0,57.0,58.0
51.0,102.0,102.5
51.0,170.0,170.5
51.0,102.5,103.5
186.0,155.0,64.0
51.0,103.5,104.0
51.0,103.5,103.5
102.75,146.25,111.25
148.5,200.0,133.5
198.5,167.5,80.0
69.5,188.0,188.0
232.0,187.0,64.0
103.0,93.5,59.0
180.0,149.5,62.0
124.0,109.5,61.0
169.75,96.0,47.75
224.0,96.0,35.0
100.5,68.0,50.5
78.0,82.25,83.25
101.75,103.25,109.5
51.0,169.0,170.0
255.0,204.0,63.0
92.0,140.5,124.0
130.5,94.5,62.5
51.0,102.5,102.5
35.0,106.5,107.5
39.0,115.5,118.0
50.0,215.0,215.0
50.0,169.0,169.5
96.5,146.0,147.0
115.0,118.0,119.0
115.0,117.0,119.0
96.5,145.0,147.0
69.5,187.0,188.0
